business_id,business_name,business_address,business_postal_code,business_latitude,business_longitude,business_location,business_phone_number,inspection_id,inspection_date,inspection_score,violation_id,violation_description,risk_category
2447,NEW CASTILLITO INC.,2092 MISSION St,94110,37.76356,-122.419582,"(37.76356, -122.419582)",14155626971,2447_20170322,3/22/17,96,2447_20170322_103120,Moderate risk food holding temperature,Moderate Risk
2724,HUNAN EMPIRE,2001 Union St #107,94123,37.797443,-122.432537,"(37.797443, -122.432537)",14155774735,2724_20170726,7/26/17,90,2724_20170726_103154,Unclean or degraded floors walls or ceilings,Low Risk
69576,Roam Artisan Burgers,1923 Fillmore Street,94115,37.787538,-122.433611,"(37.787538, -122.433611)",14155597133,69576_20170516,5/16/17,96,69576_20170516_103139,Improper food storage,Low Risk
5219,SALVATION ARMY GATEWAY,407 09th St,94103,37.772473,-122.409879,"(37.772473, -122.409879)",14155256100,5219_20170803,8/3/17,78,5219_20170803_103105,Improper cooling methods,High Risk
59002,Yummy Bakery & Restaurant,607 Jackson St,94133,37.796152,-122.405255,"(37.796152, -122.405255)",14155988388,59002_20170814,8/14/17,94,59002_20170814_103142,Unclean nonfood contact surfaces,Low Risk
544,THAI TIME RESTAURANT,315 08th Ave,94118,37.782534,-122.466615,"(37.782534, -122.466615)",14155387992,544_20170822,8/22/17,74,544_20170822_103102,Unclean hands or improper use of gloves,High Risk
27799,Buckhorn Grill,845 Market St FE-5,94103,37.784848,-122.406892,"(37.784848, -122.406892)",14155979770,27799_20170407,4/7/17,84,27799_20170407_103109,Unclean or unsanitary food contact surfaces,High Risk
1992,GENEVA STEAK HOUSE,5130 MISSION St,94112,37.716242,-122.441183,"(37.716242, -122.441183)",14155404078,1992_20170705,7/5/17,69,1992_20170705_103120,Moderate risk food holding temperature,Moderate Risk
2358,TAQUERIA SAN JOSE #1,2830 MISSION St,94110,37.751687,-122.418455,"(37.751687, -122.418455)",14155280203,2358_20170711,7/11/17,81,2358_20170711_103148,No thermometers or uncalibrated thermometers,Low Risk
2758,OSTERIA,3277 SACRAMENTO St,94115,37.788183,-122.446757,"(37.788183, -122.446757)",14155775030,2758_20180206,2/6/18,92,2758_20180206_103144,Unapproved or unmaintained equipment or utensils,Low Risk
32671,La Taqueria Guadalajara,3146 24th St,94110,37.752512,-122.415109,"(37.752512, -122.415109)",14155644892,32671_20170110,1/10/17,70,32671_20170110_103154,Unclean or degraded floors walls or ceilings,Low Risk
5859,BURTON HIGH SCHOOL,400 MANSELL St,94134,37.720656,-122.405108,"(37.720656, -122.405108)",14155464570,5859_20180208,2/8/18,100,,,
5838,HARVEY MILK ELEMENTARY SCHOOL,4235 19th St,94114,37.759173,-122.436488,"(37.759173, -122.436488)",14155246276,5838_20170323,3/23/17,98,5838_20170323_103145,Improper storage of equipment utensils or linens,Low Risk
1207,TAQUERIA LA PAZ,305 TURK St,94102,37.782732,-122.414139,"(37.782732, -122.414139)",14155677550,1207_20170125,1/25/17,72,1207_20170125_103154,Unclean or degraded floors walls or ceilings,Low Risk
1366,CAFE LA TAZA,2475A MISSION,94110,37.757436,-122.41888,"(37.757436, -122.41888)",14155827715,1366_20180206,2/6/18,81,1366_20180206_103142,Unclean nonfood contact surfaces,Low Risk
2359,LA TRAVIATA,2854 MISSION St,94110,37.751296,-122.418414,"(37.751296, -122.418414)",14155280500,2359_20170706,7/6/17,62,2359_20170706_103124,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk
4512,BRANNAN STREET CAFE,274 BRANNAN St,94107,37.782334,-122.391479,"(37.782334, -122.391479)",14155546562,4512_20170905,9/5/17,94,4512_20170905_103142,Unclean nonfood contact surfaces,Low Risk
2841,"THE OLYMPIC CLUB AT LAKESIDE, UPPER",599 SKYLINE Blvd,94132,37.708887,-122.497934,"(37.708887, -122.497934)",14155404321,2841_20170818,8/18/17,94,2841_20170818_103144,Unapproved or unmaintained equipment or utensils,Low Risk
2035,ISUMIYA,1581 WEBSTER St,94115,37.785227,-122.431472,"(37.785227, -122.431472)",14155446867,2035_20170425,4/25/17,79,2035_20170425_103120,Moderate risk food holding temperature,Moderate Risk
5227,Larkin Street Youth Center,869 Ellis St,94109,37.783845,-122.420429,"(37.783845, -122.420429)",14155742968,5227_20170228,2/28/17,76,5227_20170228_103119,Inadequate and inaccessible handwashing facilities,Moderate Risk
2002,PANDA EXPRESS,3251 20th Ave 250H,94132,37.728497,-122.475639,"(37.728497, -122.475639)",14155731403,2002_20170510,5/10/17,90,2002_20170510_103129,Insufficient hot water or running water,Moderate Risk
2973,KOH SAMUI & THE MONKEY,415 BRANNAN St,94107,37.779777,-122.394673,"(37.779777, -122.394673)",14155579885,2973_20170815,8/15/17,90,2973_20170815_103131,Moderate risk vermin infestation,Moderate Risk
1341,SPIKE'S COFFEES & TEAS,4117 19th St,94114,37.759253,-122.43503,"(37.759253, -122.43503)",14155625573,1341_20170901,9/1/17,100,,,
4859,7-ELEVEN STORE 2230-23342E,3080 SAN JOSE Ave,94112,37.709683,-122.457571,"(37.709683, -122.457571)",14150999200,4859_20170308,3/8/17,90,4859_20170308_103139,Improper food storage,Low Risk
2842,SEASONS RESTAURANT,757 MARKET St 5/Fl,94103,37.786476,-122.404852,"(37.786476, -122.404852)",14155633000,2842_20170616,6/16/17,73,2842_20170616_103133,Foods not protected from contamination,Moderate Risk
5634,AT&T - COMMISARY KITCHEN [145184],24 WILLIE MAYS PLAZA 1.24.06,94107,37.778382,-122.391151,"(37.778382, -122.391151)",14155971500,5634_20170919,9/19/17,92,5634_20170919_103154,Unclean or degraded floors walls or ceilings,Low Risk
7216,El Chico Produce Market #2,4600 Mission St,94112,37.724489,-122.435026,"(37.724489, -122.435026)",14155586025,7216_20180501,5/1/18,75,7216_20180501_103141,Improper food labeling or menu misrepresentation,Low Risk
615,J & A RESTAURANT,5712 MISSION St,94112,37.709857,-122.449709,"(37.709857, -122.449709)",14155336688,615_20170608,6/8/17,86,615_20170608_103131,Moderate risk vermin infestation,Moderate Risk
3825,COVE CAFE,434 CASTRO St,94114,37.761918,-122.435135,"(37.761918, -122.435135)",14155620462,3825_20170717,7/17/17,87,3825_20170717_103154,Unclean or degraded floors walls or ceilings,Low Risk
71532,Xpresso Tea,6901 Geary Blvd,94121,37.779663,-122.493618,"(37.779663, -122.493618)",14155277367,71532_20180202,2/2/18,92,71532_20180202_103145,Improper storage of equipment utensils or linens,Low Risk
4987,ROSSI'S DELI,426 Castro St,94114,37.761954,-122.435168,"(37.761954, -122.435168)",14155864533,4987_20170630,6/30/17,86,4987_20170630_103139,Improper food storage,Low Risk
5866,KING ELEMENTARY SCHOOL,1215 CAROLINA St,94107,37.753196,-122.39939,"(37.753196, -122.39939)",14155695797,5866_20170207,2/7/17,92,5866_20170207_103119,Inadequate and inaccessible handwashing facilities,Moderate Risk
7755,ARIZMENDI BAKERY,1331 09th Ave,94122,37.763448,-122.466344,"(37.763448, -122.466344)",14155563117,7755_20170816,8/16/17,92,7755_20170816_103149,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk
2357,CHINA EXPRESS,2798 MISSION St,94110,37.752408,-122.418535,"(37.752408, -122.418535)",14155640881,2357_20171120,11/20/17,70,2357_20171120_103124,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk
31568,Taqueria El Sol #2,595 Geary St,94102,37.786709,-122.413068,"(37.786709, -122.413068)",14155440405,31568_20170202,2/2/17,90,31568_20170202_103154,Unclean or degraded floors walls or ceilings,Low Risk
5194,CULINARY ARTS & HOSPITALITY,50 PHELAN Ave,94112,37.723638,-122.452273,"(37.723638, -122.452273)",14155233435,5194_20180501,5/1/18,90,5194_20180501_103144,Unapproved or unmaintained equipment or utensils,Low Risk
1003,RINCON PERUANO RESTAURANT,3364 26th St,94110,37.749128,-122.417402,"(37.749128, -122.417402)",14155897712,1003_20170823,8/23/17,86,1003_20170823_103157,Food safety certificate or food handler card not available,Low Risk
3715,WE BE SUSHI,538 Valencia St,94110,37.764272,-122.421898,"(37.764272, -122.421898)",14155520129,3715_20180508,5/8/18,92,3715_20180508_103124,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk
4860,Play  Field Cafe,1 Zoo Rd,94132,37.73017,-122.502535,"(37.73017, -122.502535)",14155757132,4860_20160527,5/27/16,96,4860_20160527_103144,Unapproved or unmaintained equipment or utensils,Low Risk
1989,PRESIDIO GOLF CLUB,8 Presidio Terr,94118,37.788807,-122.460845,"(37.788807, -122.460845)",14155751322,1989_20180829,8/29/18,87,1989_20180829_103108,Contaminated or adulterated food,High Risk
902,MARCELLO'S PIZZA,420 CASTRO St,94114,37.762057,-122.435145,"(37.762057, -122.435145)",14155863900,902_20170630,6/30/17,94,902_20170630_103141,Improper food labeling or menu misrepresentation,Low Risk
62000,Cafe Encore,488 Post St,94109,37.788128,-122.409705,"(37.788128, -122.409705)",14155436549,62000_20170803,8/3/17,96,62000_20170803_103141,Improper food labeling or menu misrepresentation,Low Risk
64380,Michael Mina Restaurant,252 California St,94111,37.793338,-122.399583,"(37.793338, -122.399583)",14155350791,64380_20170706,7/6/17,88,64380_20170706_103127,Noncompliance with HAACP plan or variance,Moderate Risk
2359,LA TRAVIATA,2854 MISSION St,94110,37.751296,-122.418414,"(37.751296, -122.418414)",14155280500,2359_20170706,7/6/17,62,2359_20170706_103154,Unclean or degraded floors walls or ceilings,Low Risk
4797,"Good Life Grocery, The",448 CORTLAND Ave,94110,37.739053,-122.416683,"(37.739053, -122.416683)",14155643221,4797_20170502,5/2/17,90,4797_20170502_103154,Unclean or degraded floors walls or ceilings,Low Risk
4874,JUMP START COFFEE & GROCERY,1192 GUERRERO St,94110,37.752118,-122.422914,"(37.752118, -122.422914)",14155647555,4874_20170815,8/15/17,88,4874_20170815_103142,Unclean nonfood contact surfaces,Low Risk
5908,SHERMAN ELEMENTARY SCHOOL,1651 UNION St,94123,37.798243,-122.426167,"(37.798243, -122.426167)",14155743530,5908_20170905,9/5/17,92,5908_20170905_103147,Inadequate ventilation or lighting,Low Risk
39862,Trader Joe's #236,265 Winston Dr,94132,37.726891,-122.475673,"(37.726891, -122.475673)",14155661835,39862_20170401,4/1/17,92,39862_20170401_103144,Unapproved or unmaintained equipment or utensils,Low Risk
39862,Trader Joe's #236,265 Winston Dr,94132,37.726891,-122.475673,"(37.726891, -122.475673)",14155661835,39862_20170401,4/1/17,92,39862_20170401_103124,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk
18462,Jack's Market,471 03rd St,94107,37.781607,-122.396125,"(37.781607, -122.396125)",14150297778,18462_20170130,1/30/17,98,18462_20170130_103150,Improper or defective plumbing,Low Risk
4590,TAQUERIA CAN-CUN  RESTAURANT,1003 MARKET St,94103,37.78215,-122.410305,"(37.78215, -122.410305)",14155866773,4590_20170420,4/20/17,87,4590_20170420_103144,Unapproved or unmaintained equipment or utensils,Low Risk
5847,John Muir Elementary School,380 Webster St,94117,37.774046,-122.429076,"(37.774046, -122.429076)",14155246335,5847_20170208,2/8/17,93,5847_20170208_103114,High risk vermin infestation,High Risk
5999,The Salvation Army,1156 Valencia St,94110,37.754397,-122.420915,"(37.754397, -122.420915)",14155640260,5999_20170109,1/9/17,94,5999_20170109_103120,Moderate risk food holding temperature,Moderate Risk
2632,MARTHA & BROS COFFEE CO,745 CORTLAND Ave,94110,37.738927,-122.414757,"(37.738927, -122.414757)",14155647779,2632_20170829,8/29/17,87,2632_20170829_103154,Unclean or degraded floors walls or ceilings,Low Risk
69368,Onigilly,343 Kearny St,94108,37.791149,-122.404171,"(37.791149, -122.404171)",14155674706,69368_20170922,9/22/17,92,69368_20170922_103116,Inadequate food safety knowledge or lack of certified food safety manager,Moderate Risk
70516,Shabu House,2608 Ocean Ave,94132,37.731746,-122.473318,"(37.731746, -122.473318)",14155588800,70516_20170407,4/7/17,92,70516_20170407_103149,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk
5033,DESTINATION BAKING COMPANY,598 Chenery St,94131,37.734619,-122.432379,"(37.734619, -122.432379)",14155460730,5033_20170822,8/22/17,90,5033_20170822_103144,Unapproved or unmaintained equipment or utensils,Low Risk
63256,Viva Goa Indian Cuisine,2420 LOMBARD St,94123,37.799188,-122.441423,"(37.799188, -122.441423)",14155699014,63256_20170407,4/7/17,60,63256_20170407_103132,Improper thawing methods,Moderate Risk
69383,La Mediterranee,1624 Powell St,94133,37.799639,-122.410657,"(37.799639, -122.410657)",14155922956,69383_20170106,1/6/17,96,69383_20170106_103133,Foods not protected from contamination,Moderate Risk
4108,Hornblower Cruises & Events/SF Belle,Pier 3,94111,37.797473,-122.39592,"(37.797473, -122.39592)",14155948305,4108_20170111,1/11/17,92,4108_20170111_103154,Unclean or degraded floors walls or ceilings,Low Risk
5227,Larkin Street Youth Center,869 Ellis St,94109,37.783845,-122.420429,"(37.783845, -122.420429)",14155742968,5227_20170228,2/28/17,76,5227_20170228_103116,Inadequate food safety knowledge or lack of certified food safety manager,Moderate Risk
69110,Chez Maman,401 Gough St,94102,37.776889,-122.423039,"(37.776889, -122.423039)",14155908177,69110_20170711,7/11/17,80,69110_20170711_103103,High risk food holding temperature,High Risk
5829,LAFAYETTE ELEMENTARY SCHOOL,4545 ANZA St,94121,37.777603,-122.49649,"(37.777603, -122.49649)",14155758483,5829_20170501,5/1/17,100,,,
63082,The Brick Yard,1787 Union St,94123,37.797933,-122.428627,"(37.797933, -122.428627)",14156677676,63082_20170824,8/24/17,78,63082_20170824_103116,Inadequate food safety knowledge or lack of certified food safety manager,Moderate Risk
5850,Zaida T. Rodriguez (ZTR) Child Development Center,2950  Mission St,94110,37.749837,-122.418255,"(37.749837, -122.418255)",14155695844,5850_20170912,9/12/17,100,,,
3262,VILLA D'ESTE,2623 OCEAN Ave,94132,37.731781,-122.47359,"(37.731781, -122.47359)",14155330580,3262_20180507,5/7/18,77,3262_20180507_103139,Improper food storage,Low Risk
1619,BENDERS BAR & GRILL,800-806 SOUTH VAN NESS Ave,94110,37.76031,-122.417123,"(37.76031, -122.417123)",14155558050,1619_20170825,8/25/17,92,1619_20170825_103116,Inadequate food safety knowledge or lack of certified food safety manager,Moderate Risk
68257,AFC SUSHI at Mollie Stone's #10,635 Portola Dr,94127,37.744876,-122.452425,"(37.744876, -122.452425)",14155661600,68257_20170914,9/14/17,94,68257_20170914_103120,Moderate risk food holding temperature,Moderate Risk
6003,JOSEPH LEE RECREATION CENTER,1395 MENDELL St,94124,37.735232,-122.389694,"(37.735232, -122.389694)",14155829040,6003_20170217,2/17/17,96,6003_20170217_103129,Insufficient hot water or running water,Moderate Risk
3263,Croatian Cultural Center,60 ONONDAGA Ave,94112,37.721776,-122.43894,"(37.721776, -122.43894)",14150923203,3263_20180426,4/26/18,94,3263_20180426_103154,Unclean or degraded floors walls or ceilings,Low Risk
2357,CHINA EXPRESS,2798 MISSION St,94110,37.752408,-122.418535,"(37.752408, -122.418535)",14155640881,2357_20171120,11/20/17,70,2357_20171120_103131,Moderate risk vermin infestation,Moderate Risk
69110,Chez Maman,401 Gough St,94102,37.776889,-122.423039,"(37.776889, -122.423039)",14155908177,69110_20170711,7/11/17,80,69110_20170711_103133,Foods not protected from contamination,Moderate Risk
3784,BLOWFISH SUSHI,2170 BRYANT St,94110,37.759488,-122.409931,"(37.759488, -122.409931)",14155283848,3784_20170124,1/24/17,80,3784_20170124_103103,High risk food holding temperature,High Risk
36911,Royal Market & Bakery,5331 Geary Blvd,94121,37.780383,-122.47673,"(37.780383, -122.47673)",14155225550,36911_20160414,4/14/16,81,36911_20160414_103124,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk
615,J & A RESTAURANT,5712 MISSION St,94112,37.709857,-122.449709,"(37.709857, -122.449709)",14155336688,615_20170608,6/8/17,86,615_20170608_103124,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk
19357,Original Buffalo Wings,2499 Lombard St,94123,37.799095,-122.442457,"(37.799095, -122.442457)",14155938181,19357_20160609,6/9/16,75,19357_20160609_103151,Inadequate or unsanitary refuse containers or area or no garbage service,Low Risk
4922,EL FARO,2399 FOLSOM St,94110,37.759054,-122.414656,"(37.759054, -122.414656)",14155648090,4922_20170630,6/30/17,90,4922_20170630_103149,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk
63049,Noodle City,1165 Powell St,94108,37.795534,-122.409893,"(37.795534, -122.409893)",14155981123,63049_20170113,1/13/17,100,,,
587,NEW TSING TAO RESTAURANT,811 ULLOA St,94127,37.740654,-122.465389,"(37.740654, -122.465389)",14155569559,587_20180131,1/31/18,88,587_20180131_103116,Inadequate food safety knowledge or lack of certified food safety manager,Moderate Risk
999,SERRANO'S PIZZA II,3274 21st St,94110,37.756997,-122.420534,"(37.756997, -122.420534)",14155691615,999_20170714,7/14/17,77,999_20170714_103133,Foods not protected from contamination,Moderate Risk
5893,CLEVELAND ELEMENTARY SCHOOL,455 ATHENS St,94112,37.720765,-122.429004,"(37.720765, -122.429004)",14155464709,5893_20170214,2/14/17,100,,,
5905,MARINA MIDDLE SCHOOL,3500 FILLMORE St,94123,37.801776,-122.43641,"(37.801776, -122.43641)",14155743495,5905_20170313,3/13/17,86,5905_20170313_103129,Insufficient hot water or running water,Moderate Risk
7216,El Chico Produce Market #2,4600 Mission St,94112,37.724489,-122.435026,"(37.724489, -122.435026)",14155586025,7216_20170502,5/2/17,76,7216_20170502_103154,Unclean or degraded floors walls or ceilings,Low Risk
5825,GUADALUPE ELEMENTARY SCHOOL,859 PRAGUE St,94112,37.710464,-122.434202,"(37.710464, -122.434202)",14155464718,5825_20170214,2/14/17,100,,,
1362,RESTAURANTE FAMILIAR,4499 MISSION St,94112,37.726402,-122.433476,"(37.726402, -122.433476)",14155336100,1362_20180426,4/26/18,81,1362_20180426_103144,Unapproved or unmaintained equipment or utensils,Low Risk
62775,Lombard Shell,1800 LOMBARD St,94123,37.800468,-122.431434,"(37.800468, -122.431434)",14155348063,62775_20170913,9/13/17,98,62775_20170913_103156,Permit license or inspection report not posted,Low Risk
3262,VILLA D'ESTE,2623 OCEAN Ave,94132,37.731781,-122.47359,"(37.731781, -122.47359)",14155330580,3262_20170323,3/23/17,90,3262_20170323_103156,Permit license or inspection report not posted,Low Risk
59574,Pan Lido Salvadoreno,3147 22nd St,94110,37.755479,-122.417583,"(37.755479, -122.417583)",14155283350,59574_20170802,8/2/17,87,59574_20170802_103114,High risk vermin infestation,High Risk
2841,"THE OLYMPIC CLUB AT LAKESIDE, UPPER",599 SKYLINE Blvd,94132,37.708887,-122.497934,"(37.708887, -122.497934)",14155404321,2841_20170818,8/18/17,94,2841_20170818_103120,Moderate risk food holding temperature,Moderate Risk
71373,Golden River Restaurant,5827 GEARY Blvd,94121,37.780144,-122.48204,"(37.780144, -122.48204)",14155665105,71373_20180207,2/7/18,74,71373_20180207_103142,Unclean nonfood contact surfaces,Low Risk
3046,Mollie Stone's Grand Central Market,2435 CALIFORNIA St,94115,37.788773,-122.434697,"(37.788773, -122.434697)",14155564902,3046_20170505,5/5/17,94,3046_20170505_103145,Improper storage of equipment utensils or linens,Low Risk
5032,MITCHELLS ICE CREAM,688 SAN JOSE Ave,94110,37.744122,-122.422722,"(37.744122, -122.422722)",14155642300,5032_20180702,7/2/18,94,5032_20180702_103124,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk
2031,KENMORE RESIDENCE CLUB,1570 SUTTER St,94109,37.787017,-122.426234,"(37.787017, -122.426234)",14155775815,2031_20180629,6/29/18,76,2031_20180629_103109,Unclean or unsanitary food contact surfaces,High Risk
5871,CHAVEZ ELEMENTARY SCHOOL,825 SHOTWELL St,94110,37.754805,-122.415376,"(37.754805, -122.415376)",14155695765,5871_20170207,2/7/17,100,,,
1542,I LUV TERIYAKI AND SUSHI,270 Potrero Ave,94103,37.766293,-122.407671,"(37.766293, -122.407671)",14155432005,1542_20170705,7/5/17,83,1542_20170705_103133,Foods not protected from contamination,Moderate Risk
744,Cafe Bellini,865 MARKET St C45,94103,37.784317,-122.407563,"(37.784317, -122.407563)",14155341075,744_20170201,2/1/17,96,744_20170201_103139,Improper food storage,Low Risk
7678,Casa Thai Market,3020 16th St,94103,37.765049,-122.420122,"(37.765049, -122.420122)",14155433562,7678_20170216,2/16/17,90,7678_20170216_103141,Improper food labeling or menu misrepresentation,Low Risk
2357,CHINA EXPRESS,2798 MISSION St,94110,37.752408,-122.418535,"(37.752408, -122.418535)",14155640881,2357_20171120,11/20/17,70,2357_20171120_103119,Inadequate and inaccessible handwashing facilities,Moderate Risk
35340,Cornerstone Academy,501 Cambridge St,94134,37.724683,-122.41765,"(37.724683, -122.41765)",14155585183,35340_20170223,2/23/17,98,35340_20170223_103154,Unclean or degraded floors walls or ceilings,Low Risk
19357,Original Buffalo Wings,2499 Lombard St,94123,37.799095,-122.442457,"(37.799095, -122.442457)",14155938181,19357_20160609,6/9/16,75,19357_20160609_103103,High risk food holding temperature,High Risk
3263,Croatian Cultural Center,60 ONONDAGA Ave,94112,37.721776,-122.43894,"(37.721776, -122.43894)",14150923203,3263_20170317,3/17/17,96,3263_20170317_103161,Low risk vermin infestation,Low Risk
35591,The Monk's Kettle,3141 16TH St,94103,37.764814,-122.422979,"(37.764814, -122.422979)",14155869523,35591_20180829,8/29/18,92,35591_20180829_103131,Moderate risk vermin infestation,Moderate Risk
69110,Chez Maman,401 Gough St,94102,37.776889,-122.423039,"(37.776889, -122.423039)",14155908177,69110_20161011,10/11/16,88,69110_20161011_103144,Unapproved or unmaintained equipment or utensils,Low Risk
62057,Ashley's Cafe,4454 California St,94118,37.784976,-122.465169,"(37.784976, -122.465169)",14155836269,62057_20170713,7/13/17,66,62057_20170713_103154,Unclean or degraded floors walls or ceilings,Low Risk
3920,BOSTON MARKET,2300 16th St,94103,37.765708,-122.409002,"(37.765708, -122.409002)",14155867666,3920_20170214,2/14/17,94,3920_20170214_103144,Unapproved or unmaintained equipment or utensils,Low Risk
5180,ST. PAULS SCHOOL,1690 Church St,94131,37.74385,-122.426739,"(37.74385, -122.426739)",14155642055,5180_20170207,2/7/17,85,5180_20170207_103119,Inadequate and inaccessible handwashing facilities,Moderate Risk
62179,Pampanguena Cuisine,4441 Mission St,94112,37.727111,-122.432926,"(37.727111, -122.432926)",14155588899,62179_20170510,5/10/17,90,62179_20170510_103120,Moderate risk food holding temperature,Moderate Risk
13374,Rooftop Middle School,500 Corbett St.,94114,37.757398,-122.4442,"(37.757398, -122.4442)",14155526757,13374_20170317,3/17/17,98,13374_20170317_103142,Unclean nonfood contact surfaces,Low Risk
4438,DIANA MARKET #2,282 09th St,94103,37.774722,-122.406761,"(37.774722, -122.406761)",14155863189,4438_20170221,2/21/17,100,,,
5919,SAN FRANCISCO DAY SCHOOL,350 MASONIC St,94118,37.777988,-122.446877,"(37.777988, -122.446877)",14155932422,5919_20170120,1/20/17,96,5919_20170120_103149,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk
1191,TEKKA JAPANESE RESTAURANT,0537 BALBOA St,94118,37.77714,-122.464412,"(37.77714, -122.464412)",14150521330,1191_20170202,2/2/17,92,1191_20170202_103144,Unapproved or unmaintained equipment or utensils,Low Risk
3715,WE BE SUSHI,538 Valencia St,94110,37.764272,-122.421898,"(37.764272, -122.421898)",14155520129,3715_20160919,9/19/16,79,3715_20160919_103109,Unclean or unsanitary food contact surfaces,High Risk
1366,CAFE LA TAZA,2475A MISSION,94110,37.757436,-122.41888,"(37.757436, -122.41888)",14155827715,1366_20170725,7/25/17,74,1366_20170725_103142,Unclean nonfood contact surfaces,Low Risk
32671,La Taqueria Guadalajara,3146 24th St,94110,37.752512,-122.415109,"(37.752512, -122.415109)",14155644892,32671_20170110,1/10/17,70,32671_20170110_103103,High risk food holding temperature,High Risk
34708,Piqueos LLC,830 CORTLAND Ave,94110,37.738893,-122.414078,"(37.738893, -122.414078)",14155288812,34708_20170906,9/6/17,90,34708_20170906_103154,Unclean or degraded floors walls or ceilings,Low Risk
4558,KING'S BAKERY,2846 MISSION St,94110,37.751356,-122.418414,"(37.751356, -122.418414)",14155284550,4558_20170803,8/3/17,88,4558_20170803_103124,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk
69387,Chabaa Thai Cuisine,420 Geary St,94102,37.787178,-122.410237,"(37.787178, -122.410237)",14155343121,69387_20170829,8/29/17,92,69387_20170829_103142,Unclean nonfood contact surfaces,Low Risk
1542,I LUV TERIYAKI AND SUSHI,270 Potrero Ave,94103,37.766293,-122.407671,"(37.766293, -122.407671)",14155432005,1542_20170705,7/5/17,83,1542_20170705_103116,Inadequate food safety knowledge or lack of certified food safety manager,Moderate Risk
6025,KIMOCHI INC,1840 SUTTER St 208,94115,37.786428,-122.430883,"(37.786428, -122.430883)",14155932294,6025_20180425,4/25/18,92,6025_20180425_103154,Unclean or degraded floors walls or ceilings,Low Risk
59574,Pan Lido Salvadoreno,3147 22nd St,94110,37.755479,-122.417583,"(37.755479, -122.417583)",14155283350,59574_20180207,2/7/18,88,59574_20180207_103142,Unclean nonfood contact surfaces,Low Risk
70516,Shabu House,2608 Ocean Ave,94132,37.731746,-122.473318,"(37.731746, -122.473318)",14155588800,70516_20170407,4/7/17,92,70516_20170407_103154,Unclean or degraded floors walls or ceilings,Low Risk
591,YOU SEE SUSHI,94 JUDAH St,94122,37.762378,-122.462692,"(37.762378, -122.462692)",14155684010,591_20180206,2/6/18,89,591_20180206_103154,Unclean or degraded floors walls or ceilings,Low Risk
544,THAI TIME RESTAURANT,315 08th Ave,94118,37.782534,-122.466615,"(37.782534, -122.466615)",14155387992,544_20170822,8/22/17,74,544_20170822_103162,Other low risk violation,Low Risk
3267,The Olive Garden Italian,3251 20th Ave,94132,37.728497,-122.475639,"(37.728497, -122.475639)",14155666770,3267_20170623,6/23/17,85,3267_20170623_103144,Unapproved or unmaintained equipment or utensils,Low Risk
5807,SHERIDAN ELEMENTARY SCHOOL,431 CAPITOL Ave,94112,37.714304,-122.459115,"(37.714304, -122.459115)",14155464743,5807_20170919,9/19/17,96,5807_20170919_103149,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk
5889,O'CONNELL HIGH SCHOOL,2355 FOLSOM St,94110,37.75962,-122.414674,"(37.75962, -122.414674)",14155695370,5889_20180201,2/1/18,96,5889_20180201_103131,Moderate risk vermin infestation,Moderate Risk
4636,STARBUCKS COFFEE,3251 20th Ave,94132,37.728497,-122.475639,"(37.728497, -122.475639)",14155664956,4636_20170712,7/12/17,92,4636_20170712_103154,Unclean or degraded floors walls or ceilings,Low Risk
63256,Viva Goa Indian Cuisine,2420 LOMBARD St,94123,37.799188,-122.441423,"(37.799188, -122.441423)",14155699014,63256_20180509,5/9/18,87,63256_20180509_103138,Improper storage use or identification of toxic substances,Low Risk
5053,JAVA TRADING CO,100 5th St,94103,37.782659,-122.406555,"(37.782659, -122.406555)",14155249723,5053_20170130,1/30/17,92,5053_20170130_103150,Improper or defective plumbing,Low Risk
1075,"SANDWICH PLACE, THE",2029 MISSION St,94110,37.764384,-122.419566,"(37.764384, -122.419566)",14155433811,1075_20180427,4/27/18,89,1075_20180427_103154,Unclean or degraded floors walls or ceilings,Low Risk
5955,SF CHRISTIAN DAY SCHOOL,25 WHITTIER St,94112,37.709896,-122.448082,"(37.709896, -122.448082)",14155581117,5955_20170912,9/12/17,96,5955_20170912_103147,Inadequate ventilation or lighting,Low Risk
2632,MARTHA & BROS COFFEE CO,745 CORTLAND Ave,94110,37.738927,-122.414757,"(37.738927, -122.414757)",14155647779,2632_20170309,3/9/17,94,2632_20170309_103142,Unclean nonfood contact surfaces,Low Risk
2358,TAQUERIA SAN JOSE #1,2830 MISSION St,94110,37.751687,-122.418455,"(37.751687, -122.418455)",14155280203,2358_20170711,7/11/17,81,2358_20170711_103120,Moderate risk food holding temperature,Moderate Risk
